Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,Weather_Condition,Junction,Crossing,Railway_Crossing,Stop_Sign,Speed_Breaker,Severity
Highway,Damaged,105.71737577324167,100,Car,18.337062917466035,35.51630938142199,881.0183210825194,Foggy,No,1,0,0,1,High
Highway,Damaged,92.2803767617278,100,Truck,33.513753534561914,64.33812113056133,15.17731740748361,Foggy,Crossroad,1,1,1,1,High
Highway,Wet,83.346649202356,100,Truck,32.76029170333015,74.27030582841135,758.702011312538,Clear,T-Junction,0,0,1,1,Medium
Rural,Dry,105.90445776850108,80,Truck,36.585873413952235,67.44354673494273,397.61044119605106,Storm,Crossroad,0,1,1,0,High
Highway,Wet,94.00545721578096,100,Truck,21.630207842511826,52.186169974924475,875.5198459041354,Rainy,No,0,1,0,1,Medium
Highway,Damaged,137.6861136486748,100,Truck,28.064369321574432,21.834624901443362,328.8869241868937,Foggy,T-Junction,0,1,0,1,High
Highway,Damaged,94.9171049485096,100,Truck,16.295259845692282,86.01045341328921,525.0936111494675,Rainy,T-Junction,0,1,1,0,Medium
Highway,Snow,107.20089370130025,100,Car,32.0698934271757,99.86780091143598,933.7821980301221,Rainy,Crossroad,0,0,0,1,Medium
Rural,Snow,59.518069667117295,80,Bike,35.19406856906852,50.70663615464352,576.1535485149146,Rainy,Crossroad,1,0,0,1,High
Highway,Wet,110.76985464874257,100,Truck,27.59437276566121,75.81365020160601,930.3207536469274,Foggy,No,0,0,0,1,High
Rural,Wet,105.13321090316728,80,Truck,35.25800700375426,34.88811342770219,804.6168766977534,Foggy,No,1,1,0,1,High
Urban,Wet,55.88657464418203,60,Bus,37.67869174263369,57.76483473575986,23.268600167843953,Rainy,Crossroad,1,1,1,1,High
Urban,Damaged,45.01030863524794,60,Bike,37.1876374156311,39.96369598796049,279.2302288673447,Foggy,Crossroad,1,0,1,0,High
Highway,Wet,115.7958614952307,100,Bus,20.37761342505083,45.21516168778872,774.139148919805,Clear,No,1,0,0,1,Medium
Rural,Damaged,110.49957947905196,80,Bus,21.803435396907744,86.22947002577382,789.8358853724316,Foggy,Crossroad,1,0,0,1,High
Highway,Wet,104.40336898249944,100,Car,23.917974600650084,97.76042637052296,612.4419999695019,Foggy,Crossroad,0,0,0,0,High
Urban,Dry,39.65127293064893,60,Bus,12.665207352626933,74.70032844616341,549.6544729780927,Foggy,T-Junction,1,0,0,1,Medium
Urban,Snow,92.60607560202358,60,Car,16.784411547698223,87.75349824708479,434.344241500771,Foggy,T-Junction,0,1,1,1,High
Highway,Wet,114.1048243081132,100,Truck,29.529204014528624,63.634549552552436,71.65037482306676,Rainy,Crossroad,1,1,1,0,High
Urban,Snow,28.003004473942344,60,Bus,36.1640710006743,63.58782072676125,760.84076769042,Foggy,Crossroad,1,1,0,1,High
Highway,Snow,99.45199975122084,100,Truck,17.16388634144618,56.099147534479044,985.1397595794664,Storm,T-Junction,1,0,0,1,High
Highway,Damaged,118.96867566007695,100,Truck,21.157980037505943,56.135745538534614,403.40757658046334,Foggy,No,0,0,0,0,High
Rural,Damaged,73.05252700292802,80,Bus,27.327800976434727,70.76659340402429,799.9350180197351,Rainy,No,0,0,1,1,Low
Urban,Wet,50.346752515238066,60,Bus,35.71537770996259,92.4914603812613,284.13544250403083,Storm,T-Junction,1,1,0,1,High
Highway,Snow,115.44941226371742,100,Bus,31.979057041024983,85.63020059591787,320.03037486910955,Storm,No,1,1,1,1,High
Rural,Damaged,87.81942935893635,80,Car,22.53282937825299,98.72882552291982,671.2407988155908,Storm,Crossroad,0,1,1,1,High
Urban,Wet,60.08715837813675,60,Bike,13.894793468551526,74.94887981400232,102.10018159542693,Foggy,Crossroad,1,0,1,1,High
Urban,Wet,65.07725765192536,60,Truck,34.571905415849685,63.26350039884355,713.1403706370784,Clear,Crossroad,1,0,0,1,High
Rural,Damaged,75.56897884791456,80,Bus,17.629659435349502,85.54040838971689,881.0236948121783,Clear,No,1,1,1,0,Medium
Urban,Wet,54.12362776434267,60,Car,23.510529367162377,79.90610695706451,654.6361090328573,Clear,Crossroad,1,1,1,0,Medium
Highway,Damaged,86.16384723252246,100,Bike,17.61924623716074,22.489247993388616,741.9017878131255,Rainy,Crossroad,1,1,0,1,High
Rural,Snow,72.36207139271804,80,Truck,29.286457301761228,75.53204588078648,517.5282056136024,Clear,No,1,0,0,0,Medium
Rural,Dry,91.66296861222416,80,Car,32.777461991825284,92.2886275477436,240.43551563027586,Clear,T-Junction,0,0,1,0,Medium
Rural,Wet,90.08860551804096,80,Bike,13.329684076404433,55.764443504514034,465.75468848990704,Clear,T-Junction,1,0,1,1,High
Rural,Snow,108.49822902342824,80,Truck,24.372101893100535,21.4400071156172,427.22960116345496,Foggy,T-Junction,1,1,1,0,High
Urban,Damaged,62.93962550796904,60,Car,34.14720330524316,21.44052444803636,963.1822535032857,Foggy,T-Junction,0,0,0,1,High
Rural,Dry,84.7546912666011,80,Bus,23.49526623917678,37.47545463066457,129.04475424655888,Foggy,Crossroad,1,1,0,1,High
Highway,Damaged,111.18106296018102,100,Car,27.96424889150474,25.1593016999334,878.4670625905784,Storm,No,1,0,0,1,High
Urban,Dry,46.71126006061081,60,Bus,12.369074865724858,39.16081359276305,796.6324959131883,Foggy,Crossroad,1,1,0,0,Medium
Urban,Wet,46.089702987141386,60,Car,12.815718544700687,92.7701455549274,672.5082603086977,Foggy,No,0,1,1,1,Medium
Highway,Damaged,103.57553474102178,100,Car,12.46621191135345,92.85412635481117,469.7889038632874,Foggy,Crossroad,0,0,0,1,High
Highway,Wet,121.4825521528695,100,Bus,29.188166835330456,74.11410898707138,140.37650408731812,Clear,Crossroad,1,1,1,0,High
Rural,Wet,75.92713286762927,80,Bus,24.186913984327145,98.70722502843503,276.26935636820633,Rainy,T-Junction,1,1,1,0,Medium
Urban,Dry,56.69708059488064,60,Car,15.882931382151789,68.86240568606146,287.87638336081454,Storm,T-Junction,1,0,0,0,Medium
Urban,Dry,28.982179103460115,60,Truck,34.999512144190376,87.51396900893792,292.0589413156512,Clear,T-Junction,0,0,0,0,Low
Urban,Wet,72.43987235892239,60,Bike,18.536869052886928,85.4565334998598,536.2834699583866,Rainy,T-Junction,0,0,0,0,High
Rural,Dry,71.27243252124468,80,Bus,39.78450516997211,30.519129591838528,281.9842102643243,Foggy,T-Junction,0,1,1,0,Medium
Highway,Dry,113.81871527365519,100,Car,38.65181534454967,85.69586260401812,11.549454139558176,Storm,No,0,1,0,1,High
Highway,Snow,91.86441517841806,100,Bike,36.14793181864692,40.53553826480367,668.6391809582747,Clear,Crossroad,0,0,1,1,Medium
Highway,Snow,107.67886136543912,100,Bike,30.05717940168742,74.29359653380519,368.3007909294863,Storm,No,0,0,1,1,High
Urban,Snow,57.47537649056896,60,Truck,14.629646958492382,33.74787850616756,641.4983217369976,Clear,No,0,1,0,1,Medium
Rural,Damaged,79.5015501403331,80,Truck,18.851221229624688,58.88003950380824,581.4278878672053,Storm,T-Junction,1,0,0,1,High
Highway,Snow,96.87824714091191,100,Bike,34.50169607675634,25.3907643828418,393.5186598119727,Clear,Crossroad,0,1,1,0,High
Highway,Snow,96.01345620259025,100,Car,33.951410215550574,85.79378989346228,858.9867142846709,Clear,T-Junction,0,0,0,0,Medium
Rural,Damaged,101.50133629737752,80,Bus,28.03222500400699,76.44686901150597,691.5209683072155,Rainy,Crossroad,0,1,1,1,High
Highway,Snow,85.53393618082461,100,Bus,10.763432797172527,71.66579090291874,640.5332942801958,Clear,No,0,0,0,0,Low
Urban,Snow,53.54765046612245,60,Car,35.414184690813556,62.48682759081943,843.3061281272294,Clear,T-Junction,1,1,1,0,Medium
Rural,Damaged,72.89240979393625,80,Car,25.1636535373135,97.12139256941619,390.36464585594223,Clear,T-Junction,0,1,1,0,Medium
Rural,Wet,79.78321593682581,80,Bike,32.68640841850531,56.681840710551256,296.352324252928,Rainy,T-Junction,0,1,0,0,High
Urban,Damaged,61.8862675880313,60,Car,26.361433636549076,27.056136303189653,610.8085681611607,Foggy,Crossroad,1,1,0,0,High
Urban,Damaged,59.78702963382991,60,Car,26.611344560740335,63.33638499280032,764.2827944788213,Clear,No,0,0,0,0,Low
Urban,Wet,60.457432571303976,60,Bus,30.321619645561505,38.80297718430601,832.3816254148761,Clear,Crossroad,1,0,0,1,High
Rural,Damaged,60.168510200827136,80,Car,28.787029642631914,59.11182654339611,407.761012647781,Foggy,No,0,0,1,1,Medium
Urban,Dry,53.28128280469523,60,Bus,11.18378598672698,58.04368299894613,547.5943381180865,Rainy,Crossroad,0,0,1,0,Low
Highway,Wet,80.86251870145092,100,Bike,23.753992737077734,23.038525063188278,748.4014382407419,Rainy,No,0,1,0,0,Medium
Highway,Wet,98.13073305714805,100,Truck,39.42962134488055,58.67259487785173,864.9120472893997,Storm,T-Junction,0,0,1,1,Medium
Urban,Snow,42.41112586720886,60,Car,21.596215204690836,60.90203697606009,497.4022252011701,Rainy,Crossroad,1,0,0,0,Medium
Urban,Snow,82.76280163595808,60,Truck,34.19768026978831,58.118670702263415,996.1617201430468,Storm,Crossroad,1,1,0,0,High
Highway,Dry,125.42994299304534,100,Car,19.356972400128413,40.48380520839635,40.482149163843374,Storm,Crossroad,0,1,0,0,High
Rural,Damaged,96.86169079979021,80,Truck,30.77597294611324,30.75481035264975,306.40163248796443,Storm,T-Junction,1,1,1,0,High
Rural,Damaged,94.21289693184286,80,Truck,10.265898553404067,99.82566845455825,680.0530858688217,Clear,T-Junction,0,1,0,1,High
Rural,Snow,70.79304684735685,80,Car,10.169974435887019,94.96728227670359,823.7073695805303,Storm,No,0,0,0,1,Medium
Rural,Wet,82.83931841353333,80,Bike,24.628834290016325,26.211946773728407,413.4676007221065,Storm,Crossroad,1,0,1,0,High
Rural,Damaged,80.45286180815232,80,Bike,18.986970338616217,26.14896602209308,505.61802538971364,Rainy,No,1,1,1,1,High
Urban,Wet,69.12911163535111,60,Truck,16.333374134984084,89.07206134856014,407.29296397751506,Clear,Crossroad,0,1,1,1,High
Rural,Snow,56.888104363536996,80,Truck,29.214281265275318,98.31848921398472,607.4581650829449,Clear,Crossroad,0,0,0,0,Medium
Urban,Snow,58.01224980687155,60,Car,36.00800405055651,56.315747848668565,823.2176717261674,Foggy,Crossroad,1,1,1,1,High
Urban,Wet,67.14536654034329,60,Truck,26.575029022236674,61.613591384860094,151.4472017260176,Storm,T-Junction,0,1,1,1,High
Rural,Snow,87.5820523874994,80,Truck,34.713342703034954,77.73772421737434,278.8315769371299,Rainy,T-Junction,0,0,0,0,Medium
Highway,Wet,114.32644569162214,100,Car,11.880688648655976,87.1470793884802,13.781723431997277,Rainy,T-Junction,0,1,0,1,High
Highway,Damaged,84.5069615711942,100,Bike,13.89789773607104,65.19874861402029,867.882501931596,Clear,No,1,1,1,0,Medium
Rural,Dry,85.85697274893334,80,Bike,12.678685735767187,74.96154132025941,498.8759000523594,Clear,T-Junction,0,1,0,0,High
Rural,Wet,78.45167370601256,80,Bike,31.39138151902956,73.31083308625651,966.3870300773905,Foggy,No,1,0,0,1,High
Rural,Dry,113.61701853531096,80,Truck,39.983987446468916,28.384645199805767,503.58509151065203,Clear,No,0,1,1,0,Medium
Rural,Snow,73.84577846043504,80,Bus,33.123418547916394,20.230500133249166,860.3671185664232,Rainy,T-Junction,0,1,0,0,Medium
Rural,Wet,85.88697711689883,80,Bus,29.431395131887644,83.69924764502835,756.4828045790985,Clear,No,0,1,0,1,Medium
Rural,Damaged,89.44391204590961,80,Truck,29.344978120669413,51.61047260892026,716.0748144497916,Foggy,T-Junction,1,0,1,0,High
Rural,Snow,80.61378763093582,80,Car,18.027780301839144,86.83841805937556,24.546454768404303,Clear,No,0,1,1,1,High
Urban,Dry,44.96718816327791,60,Bus,10.942654645338187,78.89603400486095,336.9403515430413,Rainy,T-Junction,1,1,1,1,Low
Highway,Snow,130.26861945749857,100,Car,19.355915737506496,81.91931025222101,775.1922670573539,Storm,T-Junction,1,1,1,1,High
Rural,Wet,83.24475322352751,80,Car,21.477409707119065,49.41869206440879,189.92179880236836,Rainy,Crossroad,0,1,1,0,High
Highway,Dry,81.4133938651915,100,Bike,10.040608771464045,43.98404220521887,649.9941542215512,Rainy,Crossroad,0,1,0,0,Medium
Highway,Damaged,77.98712101371339,100,Bike,28.18439694800439,43.29153982281432,215.0239689948055,Storm,No,0,1,1,0,High
Highway,Dry,125.07224336773139,100,Car,24.214294851938398,24.62755595577285,958.2119029783219,Rainy,T-Junction,0,0,0,1,Medium
Urban,Snow,58.38661302211637,60,Bike,20.970422447841138,38.030501440541265,203.87475329292732,Storm,T-Junction,1,0,1,0,High
Urban,Snow,60.32073316657059,60,Car,37.192628917433105,33.11048190243858,646.3907256521726,Foggy,Crossroad,0,0,0,1,High
Urban,Damaged,65.66591493482453,60,Truck,36.70423412188044,76.6177080214022,71.58119390305572,Storm,No,0,1,0,1,High
Highway,Snow,100.56792872513425,100,Bus,17.256798823386674,60.0482856923766,682.8241294077567,Rainy,No,0,1,1,1,Medium
Urban,Wet,68.76858941924353,60,Truck,15.409238062683343,56.6878354811072,565.2657187289914,Rainy,T-Junction,1,0,1,1,High
Highway,Snow,93.56133369552008,100,Bus,38.81880926539599,35.75405635627427,951.915512258214,Clear,No,1,1,1,0,Medium
Urban,Wet,68.8282990465608,60,Car,23.76890438131896,93.55099236581381,184.33451661728873,Storm,Crossroad,1,1,1,1,High
Urban,Damaged,60.400215856658036,60,Bus,39.31923723974511,80.58481657075511,170.05472187459227,Foggy,No,1,1,1,1,High
Rural,Wet,88.58139167607382,80,Car,33.44046521843219,96.81342277829964,765.9432781779068,Foggy,Crossroad,0,1,1,0,High
Highway,Wet,92.65074767259198,100,Bus,25.440508513643167,84.66203516447501,261.2828673751279,Clear,T-Junction,0,0,0,0,Medium
Highway,Dry,107.02908694749388,100,Truck,14.614210739248232,99.20691008539856,955.2985231080834,Storm,No,0,1,0,0,Medium
Rural,Dry,54.429544797555934,80,Bike,28.661186871129814,99.39538314998232,392.4599413457012,Storm,No,0,0,1,1,Medium
Highway,Wet,93.66188334392443,100,Car,37.54717260026311,28.14429463596295,510.89832865758234,Rainy,T-Junction,0,0,0,0,Medium
Urban,Dry,43.71815884655676,60,Car,22.94141946322224,77.53279175556551,567.6913956127162,Rainy,T-Junction,0,0,1,1,Low
Rural,Snow,90.62631564341874,80,Car,36.82282907599752,95.71652105203243,893.6326452116098,Storm,Crossroad,0,1,1,0,High
Urban,Damaged,41.214098333803214,60,Bike,19.946940972015813,88.40241612959481,215.00505111874668,Rainy,No,0,0,1,1,Medium
Rural,Snow,85.45447823937452,80,Car,12.851591365980784,86.13974144209976,57.164844862141535,Clear,Crossroad,1,1,0,1,High
Urban,Damaged,50.932625868299276,60,Bike,18.700875809467178,94.48079767082399,397.905723650665,Rainy,No,0,1,0,0,Medium
Highway,Dry,99.26785617841946,100,Bus,11.639032600029168,97.84625303778662,233.8640779371752,Rainy,T-Junction,1,0,0,1,Low
Rural,Damaged,71.09307016615513,80,Bike,31.951742096926388,71.25084742420692,421.78446553603646,Rainy,Crossroad,0,0,1,1,Medium
Urban,Wet,45.51363876590611,60,Car,18.143157329026007,30.028518063390848,343.5950784602819,Clear,Crossroad,0,1,1,0,Medium
Urban,Dry,40.6502073626218,60,Truck,32.61489101707656,21.653709511352357,276.32945033032735,Clear,No,1,0,0,0,Low
Urban,Wet,33.00804102786916,60,Car,31.432724922137265,80.72042260175448,111.49080442580971,Clear,Crossroad,0,0,0,0,Medium
Highway,Dry,116.22913089611274,100,Bike,23.851484314393574,93.67956168772606,697.6494729807525,Storm,T-Junction,0,0,1,0,High
Highway,Wet,114.93298703624622,100,Bike,14.265113401116867,37.07146783805516,668.4947322960213,Clear,No,0,0,0,0,High
Highway,Damaged,99.9160597175643,100,Bus,21.415531296096837,33.04282695452728,788.3435957384474,Foggy,No,1,1,1,0,Medium
Rural,Snow,90.03112483388769,80,Bus,31.110993388871528,97.62056877808456,443.28471486672146,Foggy,T-Junction,1,1,0,0,High
Rural,Wet,45.00743299213627,80,Car,19.265032720220226,58.58114890017538,127.30743518071658,Clear,No,1,1,1,0,Medium
Rural,Damaged,100.24609294325937,80,Bus,35.95887276726737,32.581856654377226,316.68998061700825,Foggy,Crossroad,0,1,1,1,High
Rural,Dry,86.39179289606992,80,Car,35.52040781814539,98.55245584612314,631.7134487780571,Storm,Crossroad,1,1,1,1,High
Highway,Dry,97.25212981424316,100,Bus,19.203297985664236,48.23668027618852,625.079524559114,Rainy,No,0,0,0,1,Low
Urban,Dry,49.895652884498965,60,Truck,20.003877807880315,74.20327564028273,81.38998200014083,Storm,Crossroad,1,0,0,1,High
Highway,Dry,96.49949066854698,100,Bus,28.968464609129196,35.919371116754945,424.1505254612573,Rainy,Crossroad,1,0,1,1,Low
Highway,Damaged,106.07371148438695,100,Truck,13.093640872242274,63.822775550665554,979.1679319706931,Foggy,T-Junction,0,0,1,1,High
Highway,Dry,99.36496512702644,100,Bike,17.92828789475918,36.42663509654398,488.20930058330106,Clear,Crossroad,1,1,1,1,Medium
Urban,Wet,42.21133486150731,60,Truck,37.765666235556424,25.466728387648338,436.0710021938853,Rainy,Crossroad,1,1,0,1,Medium
Rural,Snow,85.1734551237488,80,Truck,10.45332052643425,97.20122955635775,258.3841152341914,Rainy,No,1,0,0,1,Medium
Urban,Dry,75.26492200265254,60,Bike,38.402011867701866,28.472464352300612,163.28032647174265,Storm,Crossroad,0,0,1,0,High
Highway,Snow,104.07242966238472,100,Bus,21.206644031430457,24.039115552992634,631.2117060664366,Rainy,T-Junction,0,1,0,0,High
Highway,Damaged,116.86530039805754,100,Bike,15.656218172477534,73.7968398420023,977.236884894554,Clear,T-Junction,0,1,1,0,High
Urban,Wet,54.98884153530089,60,Bike,12.529039438340511,84.57514550329505,862.70642955694,Storm,Crossroad,1,0,0,0,High
Rural,Wet,109.48012192583127,80,Bike,31.02602907584296,36.32197325908629,657.4541514164032,Storm,No,0,0,0,1,High
Rural,Damaged,88.09670388487936,80,Bike,10.474395886988862,26.17161348316655,912.0566023282782,Clear,No,0,0,1,0,High
Urban,Wet,37.82779368297507,60,Car,36.54892924541763,50.66273917137611,498.56598223286414,Foggy,T-Junction,0,0,1,1,Medium
Rural,Wet,63.02879583104587,80,Truck,32.13752180062076,61.71592193335041,77.77413214024227,Clear,Crossroad,1,0,0,0,High
Urban,Snow,53.69407316457559,60,Car,36.21168760546675,71.0363410147791,835.3067028025188,Foggy,No,1,1,1,1,Medium
Rural,Dry,100.43925539920052,80,Bike,34.74229712041023,43.39064883297545,449.48025996131406,Storm,T-Junction,0,0,1,1,High
Rural,Dry,94.68386010298136,80,Bike,10.34477419894346,52.70218089833057,924.7866017214756,Rainy,Crossroad,0,1,0,0,High
Highway,Wet,84.9023006093563,100,Bus,36.45071835530524,85.13005484729294,688.2829667757393,Clear,T-Junction,0,1,0,0,Medium
Rural,Damaged,59.733884506879676,80,Truck,34.856667937182436,83.14342786557485,314.71787336393817,Foggy,No,1,0,1,0,Medium
Urban,Wet,40.16313064884645,60,Car,38.233624376010205,90.10555465138492,111.5422829577539,Rainy,T-Junction,0,1,0,0,High
Rural,Snow,84.26486674278847,80,Truck,20.343442602179408,56.94747850200883,420.37090416862435,Clear,T-Junction,0,1,0,0,High
Rural,Dry,83.26747819268323,80,Bike,21.544108516633095,59.15011591765362,435.3125062110397,Clear,T-Junction,0,1,0,1,High
Highway,Wet,95.78470529092621,100,Bus,20.62813981651647,28.427638758506653,230.13769170068858,Rainy,T-Junction,0,1,1,0,Medium
Urban,Snow,66.37449174371318,60,Bike,18.028023965851226,46.85390664312477,751.8965482731475,Foggy,T-Junction,1,1,0,0,High
Highway,Snow,128.06447763057673,100,Car,31.064382885454883,33.73551261643597,505.1116245558607,Rainy,No,0,0,1,0,Medium
Urban,Dry,65.84421266056356,60,Bus,30.8988181365217,59.656300018551285,933.7959620642253,Foggy,No,0,1,1,1,Medium
Highway,Snow,98.01869491721284,100,Car,25.234151918763374,53.54173289328176,27.942800635272434,Clear,T-Junction,0,0,0,0,Medium
Highway,Snow,102.65132189953074,100,Bike,16.657013823531187,77.17130199269793,882.7478203913494,Clear,No,1,1,0,1,High
Highway,Dry,68.71276211615067,100,Car,33.7467460777411,56.1035290423404,191.60777443940017,Rainy,No,1,0,0,0,Medium
Rural,Snow,77.19695604724402,80,Car,29.433226988510263,21.240666450127375,288.0731455343813,Rainy,T-Junction,1,1,1,1,Medium
Urban,Damaged,62.87308949167245,60,Bike,12.223162677246012,50.03751427732003,805.7763997415123,Clear,Crossroad,0,1,1,0,High
Rural,Wet,71.60386289606777,80,Car,12.100105363991974,78.33877943309145,612.3248465212176,Foggy,Crossroad,0,1,1,0,High
Rural,Wet,96.65176409999476,80,Bike,35.269765142498024,49.859292510338705,635.6687935922272,Foggy,Crossroad,1,0,1,0,High
Highway,Damaged,93.93093782330284,100,Bus,26.440970699927203,61.68585524067103,356.70096117982297,Clear,T-Junction,1,1,1,0,Medium
Rural,Dry,103.67056260579648,80,Bike,20.408879792036753,51.26041218637097,167.09208495278807,Storm,No,1,0,0,0,High
Highway,Damaged,83.48289568033641,100,Truck,27.364202635358215,70.59130594627099,164.91194884356457,Storm,T-Junction,1,0,0,0,High
Urban,Damaged,65.84400592191851,60,Bus,35.84541121680681,89.49117118587405,727.1009622662443,Storm,Crossroad,0,0,1,0,High
